ticker,name,sector,board
SPTO,Surya Pertiwi Tbk.,Perindustrian,Main
SQMI,Wilton Makmur Indonesia Tbk.,Barang Baku,Development
SRAJ,Sejahteraraya Anugrahjaya Tbk.,Kesehatan,Development
SRIL,Sri Rejeki Isman Tbk.,Barang Konsumen Non-Primer,Watchlist
SRSN,Indo Acidatama Tbk,Barang Baku,Development
SRTG,Saratoga Investama Sedaya Tbk.,Keuangan,Main
SSIA,Surya Semesta Internusa Tbk.,Infrastruktur,Main
SSMS,Sawit Sumbermas Sarana Tbk.,Barang Konsumen Primer,Main
SSTM,Sunson Textile Manufacture Tbk,Barang Konsumen Non-Primer,Development
STAA,Sumber Tani Agung Resources Tb,Barang Konsumen Primer,Main
STAR,Calculus Global Ventures Tbk.,Keuangan,Development
STRK,Lovina Beach Brewery Tbk.,Barang Konsumen Primer,Development
STTP,Siantar Top Tbk.,Barang Konsumen Primer,Development
SUGI,Sugih Energy Tbk.,Energi,Watchlist
SULI,SLJ Global Tbk.,Barang Baku,Development
SUNI,Sunindo Pratama Tbk.,Energi,Main
SUPA,Super Bank Indonesia Tbk.,Keuangan,Development
SUPR,Solusi Tunas Pratama Tbk.,Infrastruktur,Watchlist
SURE,Super Energy Tbk.,Energi,Development
SURI,Maja Agung Latexindo Tbk.,Kesehatan,Development
SWAT,Sriwahana Adityakarta Tbk.,Barang Baku,Watchlist
SWID,Saraswanti Indoland Developmen,Barang Konsumen Non-Primer,Development
TALF,Tunas Alfin Tbk.,Barang Baku,Development
TAMA,Lancartama Sejati Tbk.,Infrastruktur,Development
TAMU,Pelayaran Tamarin Samudra Tbk.,Energi,Watchlist
TAPG,Triputra Agro Persada Tbk.,Barang Konsumen Primer,Main
TARA,Agung Semesta Sejahtera Tbk.,Properti & Real Estat,Watchlist
TAXI,Express Transindo Utama Tbk.,Transportasi & Logistik,Watchlist
TAYS,Jaya Swarasa Agung Tbk.,Barang Konsumen Primer,Development
TBIG,Tower Bersama Infrastructure T,Infrastruktur,Main
TBLA,Tunas Baru Lampung Tbk.,Barang Konsumen Primer,Main
TBMS,Tembaga Mulia Semanan Tbk.,Barang Baku,Development
TCID,Mandom Indonesia Tbk.,Barang Konsumen Primer,Development
TCPI,Transcoal Pacific Tbk.,Energi,Development
TDPM,Tianrong Chemicals Industry Tb,Barang Baku,Watchlist
TEBE,Dana Brata Luhur Tbk.,Energi,Main
TECH,Indosterling Technomedia Tbk.,Teknologi,Watchlist
TELE,Omni Inovasi Indonesia Tbk.,Barang Konsumen Non-Primer,Watchlist
TFAS,Telefast Indonesia Tbk.,Teknologi,Development
TFCO,Tifico Fiber Indonesia Tbk.,Barang Konsumen Non-Primer,Watchlist
TGKA,Tigaraksa Satria Tbk.,Barang Konsumen Primer,Development
TGRA,Terregra Asia Energy Tbk.,Infrastruktur,Watchlist
TGUK,Platinum Wahab Nusantara Tbk.,Barang Konsumen Primer,Watchlist
TIFA,KDB Tifa Finance Tbk.,Keuangan,Development
TINS,TIMAH (Persero) Tbk.,Barang Baku,Main
TIRA,Tira Austenite Tbk,Perindustrian,Development
TIRT,Tirta Mahakam Resources Tbk,Barang Baku,Watchlist
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,Barang Baku,Main
TLDN,Teladan Prima Agro Tbk.,Barang Konsumen Primer,Main
TLKM,Telkom Indonesia (Persero) Tbk,Infrastruktur,Main
TMAS,Temas Tbk.,Transportasi & Logistik,Main
TMPO,Tempo Intimedia Tbk.,Barang Konsumen Non-Primer,Development
TNCA,Trimuda Nuansa Citra Tbk.,Transportasi & Logistik,Development
TOBA,TBS Energi Utama Tbk.,Energi,Main
TOOL,Rohartindo Nusantara Luas Tbk.,Barang Konsumen Non-Primer,Development
TOPS,Totalindo Eka Persada Tbk.,Infrastruktur,Watchlist
TOSK,Topindo Solusi Komunika Tbk.,Teknologi,Development
TOTL,Total Bangun Persada Tbk.,Infrastruktur,Main
TOTO,Surya Toto Indonesia Tbk.,Perindustrian,Main
TOWR,Sarana Menara Nusantara Tbk.,Infrastruktur,Main
TOYS,Sunindo Adipersada Tbk.,Barang Konsumen Non-Primer,Watchlist
TPIA,Chandra Asri Pacific Tbk.,Barang Baku,Main
TPMA,Trans Power Marine Tbk.,Energi,Main
TRAM,Trada Alam Minera Tbk.,Energi,Watchlist
TRGU,Cerestar Indonesia Tbk.,Barang Konsumen Primer,Main
TRIL,Triwira Insanlestari Tbk.,Perindustrian,Watchlist
TRIM,Trimegah Sekuritas Indonesia T,Keuangan,Main
TRIN,Perintis Triniti Properti Tbk.,Properti & Real Estat,Development
TRIO,Trikomsel Oke Tbk.,Barang Konsumen Non-Primer,Watchlist
TRIS,Trisula International Tbk.,Barang Konsumen Non-Primer,Development
TRJA,Transkon Jaya Tbk.,Transportasi & Logistik,Development
TRON,Teknologi Karya Digital Nusa T,Teknologi,Development
TRST,Trias Sentosa Tbk.,Barang Baku,Development
TRUE,Triniti Dinamik Tbk.,Properti & Real Estat,Development
TRUK,Guna Timur Raya Tbk.,Transportasi & Logistik,Development
TRUS,Trust Finance Indonesia Tbk,Keuangan,Development
TSPC,Tempo Scan Pacific Tbk.,Kesehatan,Main
TUGU,Asuransi Tugu Pratama Indonesi,Keuangan,Main
TYRE,King Tire Indonesia Tbk.,Barang Konsumen Non-Primer,Development
UANG,Pakuan Tbk.,Properti & Real Estat,Development
UCID,Uni-Charm Indonesia Tbk.,Barang Konsumen Primer,Main
UDNG,Agro Bahari Nusantara Tbk.,Barang Konsumen Primer,Acceleration
UFOE,Damai Sejahtera Abadi Tbk.,Barang Konsumen Non-Primer,Development
ULTJ,Ultrajaya Milk Industry & Trad,Barang Konsumen Primer,Main
UNIC,Unggul Indah Cahaya Tbk.,Barang Baku,Main
UNIQ,Ulima Nitra Tbk.,Energi,Development
UNIT,Nusantara Inti Corpora Tbk,Barang Konsumen Non-Primer,Development
UNSP,Bakrie Sumatera Plantations Tb,Barang Konsumen Primer,Watchlist
UNTD,Terang Dunia Internusa Tbk.,Barang Konsumen Non-Primer,Development
UNTR,United Tractors Tbk.,Perindustrian,Main
UNVR,Unilever Indonesia Tbk.,Barang Konsumen Primer,Main
URBN,Urban Jakarta Propertindo Tbk.,Properti & Real Estat,Watchlist
UVCR,Trimegah Karya Pratama Tbk.,Teknologi,Development
VAST,Vastland Indonesia Tbk.,Properti & Real Estat,Development
VERN,Verona Indah Pictures Tbk.,Barang Konsumen Non-Primer,Development
VICI,Victoria Care Indonesia Tbk.,Barang Konsumen Primer,Main
VICO,Victoria Investama Tbk.,Keuangan,Main
VINS,Victoria Insurance Tbk.,Keuangan,Development
VISI,Satu Visi Putra Tbk.,Perindustrian,Development
VIVA,Visi Media Asia Tbk.,Barang Konsumen Non-Primer,Watchlist
VKTR,VKTR Teknologi Mobilitas Tbk.,Barang Konsumen Non-Primer,Development
VOKS,Voksel Electric Tbk.,Perindustrian,Development
VRNA,Mizuho Leasing Indonesia Tbk.,Keuangan,Development
VTNY,Venteny Fortuna International,Keuangan,Development
WAPO,Wahana Pronatural Tbk.,Barang Konsumen Primer,Development
WBSA,BSA Logistics Indonesia Tbk.,Transportasi & Logistik,Development
WEGE,Wijaya Karya Bangunan Gedung T,Infrastruktur,Development
WEHA,WEHA Transportasi Indonesia Tb,Transportasi & Logistik,Development
WGSH,Wira Global Solusi Tbk.,Teknologi,Acceleration
WICO,Wicaksana Overseas Internation,Barang Konsumen Primer,Watchlist
WIDI,Widiant Jaya Krenindo Tbk.,Perindustrian,Acceleration
WIFI,Solusi Sinergi Digital Tbk.,Teknologi,Development
WIIM,Wismilak Inti Makmur Tbk.,Barang Konsumen Primer,Main
WIKA,Wijaya Karya (Persero) Tbk.,Infrastruktur,Watchlist
WINE,Hatten Bali Tbk.,Barang Konsumen Primer,Development
WINR,Winner Nusantara Jaya Tbk.,Properti & Real Estat,Watchlist
WINS,Wintermar Offshore Marine Tbk.,Energi,Main
WIRG,WIR ASIA Tbk.,Teknologi,Development
WMPP,Widodo Makmur Perkasa Tbk.,Barang Konsumen Primer,Watchlist
WMUU,Widodo Makmur Unggas Tbk.,Barang Konsumen Primer,Development
WOMF,Wahana Ottomitra Multiartha Tb,Keuangan,Development
WOOD,Integra Indocabinet Tbk.,Barang Konsumen Non-Primer,Main
WOWS,Ginting Jaya Energi Tbk.,Energi,Development
WSBP,Waskita Beton Precast Tbk.,Barang Baku,Watchlist
WSKT,Waskita Karya (Persero) Tbk.,Infrastruktur,Watchlist
WTON,Wijaya Karya Beton Tbk.,Barang Baku,Main
YELO,Yelooo Integra Datanet Tbk.,Barang Konsumen Non-Primer,Development
YOII,Asuransi Digital Bersama Tbk.,Keuangan,Development
YPAS,Yanaprima Hastapersada Tbk,Barang Baku,Development
YULE,Yulie Sekuritas Indonesia Tbk.,Keuangan,Development
YUPI,Yupi Indo Jelly Gum Tbk.,Barang Konsumen Primer,Main
ZATA,Bersama Zatta Jaya Tbk.,Barang Konsumen Non-Primer,Development
ZBRA,Dosni Roha Indonesia Tbk.,Perindustrian,Watchlist
ZINC,Kapuas Prima Coal Tbk.,Barang Baku,Watchlist
ZONE,Mega Perintis Tbk.,Barang Konsumen Non-Primer,Development
ZYRX,Zyrexindo Mandiri Buana Tbk.,Teknologi,Development
